DATE,TATASTEEL
19-02-2021,670.7
22-02-2021,684.55
23-02-2021,729.3
24-02-2021,727.7
25-02-2021,742.9
26-02-2021,715.15
02-03-2021,653.15
03-03-2021,777.15
05-03-2021,1064.75
06-03-2021,1122
08-03-2021,1407.2
09-03-2021,1443.65
15-03-2021,736.4
16-03-2021,724.05
17-03-2021,704.4
18-03-2021,704.85
19-03-2021,733
22-03-2021,743.5
23-03-2021,741.15
24-03-2021,702.8
25-03-2021,723.15
26-03-2021,766.85
30-03-2021,800
31-03-2021,811.85
01-04-2021,693
02-04-2021,655.95
03-04-2021,757.95
05-04-2021,1063.85
06-04-2021,1120.7
08-04-2021,1416.2
10-04-2021,1324.15
13-04-2021,879
15-04-2021,898.2
16-04-2021,890.25
19-04-2021,888.05
20-04-2021,894
22-04-2021,921.4
23-04-2021,925.6
26-04-2021,940.75
27-04-2021,977.75
28-04-2021,971.4
29-04-2021,1031.35
30-04-2021,1034
01-05-2021,680.55
02-05-2021,685.05
03-05-2021,733.3
04-05-2021,867.75
05-05-2021,1070.15
07-05-2021,1156.85
08-05-2021,1446.6
10-05-2021,1316.85
14-05-2021,1132.1
17-05-2021,1150.85
18-05-2021,1180
19-05-2021,1164.25
20-05-2021,1105.05
21-05-2021,1113.1
24-05-2021,1092
25-05-2021,1105.2
26-05-2021,1082.15
27-05-2021,1096.65
28-05-2021,1103.5
31-05-2021,1125.65
01-06-2021,683.8
04-06-2021,862.85
05-06-2021,1100.9
07-06-2021,1167.25
08-06-2021,1428.85
09-06-2021,1437
10-06-2021,1279.9
14-06-2021,1164.8
15-06-2021,1174.3
16-06-2021,1142.15
17-06-2021,1103.75
18-06-2021,1092.3
21-06-2021,1106.15
22-06-2021,1112.3
23-06-2021,1100.1
24-06-2021,1113.15
25-06-2021,1165.25
28-06-2021,1184
29-06-2021,1172.55
30-06-2021,1166.6
01-07-2021,722.8
04-07-2021,874.85
05-07-2021,1182.35
06-07-2021,1128.7
07-07-2021,1218.65
09-07-2021,1428.7
10-07-2021,1289.2
13-07-2021,1228.75
14-07-2021,1244.7
15-07-2021,1255.95
16-07-2021,1278.45
19-07-2021,1266.4
20-07-2021,1233.35
22-07-2021,1273
23-07-2021,1281.4
26-07-2021,1297.95
27-07-2021,1330.65
28-07-2021,1365
29-07-2021,1458.6
30-07-2021,1434.3
01-08-2021,713.15
02-08-2021,702.95
03-08-2021,737.25
04-08-2021,918.4
06-08-2021,1111.1
07-08-2021,1189.75
09-08-2021,1429.85
10-08-2021,1301.15
13-08-2021,1461.65
16-08-2021,1519.4
17-08-2021,1503.7
18-08-2021,1500.45
20-08-2021,1375.6
23-08-2021,1358.65
24-08-2021,1404.65
25-08-2021,1390.2
26-08-2021,1375.05
27-08-2021,1384.15
30-08-2021,1440.6
31-08-2021,1450.25
02-09-2021,699.2
03-09-2021,706.75
04-09-2021,899.5
06-09-2021,1101
07-09-2021,1239.35
08-09-2021,1412.2
09-09-2021,1447
13-09-2021,1463.45
14-09-2021,1452.3
15-09-2021,1455.1
16-09-2021,1436.75
17-09-2021,1385.9
20-09-2021,1253.1
21-09-2021,1292.2
22-09-2021,1305.8
23-09-2021,1318.7
24-09-2021,1272.1
27-09-2021,1270.5
28-09-2021,1280.95
29-09-2021,1295.55
30-09-2021,1288.9
02-10-2021,690.25
03-10-2021,724.5
05-10-2021,1216.35
06-10-2021,1114.45
08-10-2021,1373.6
13-10-2021,1354.3
14-10-2021,1375.05
